conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,inženýr optiky/inženýrka optiky,released,optický inženýr | inženýrka optických technologií | inženýr optických technologií | inženýr optiky | optická inženýrka | inženýrka optiky,"Inženýři optiky navrhují a vyvíjejí různé průmyslové aplikace využívající optiku. Mají znalosti světla, zásad přenosu světla a optiky, aby mohli navrhovat konstrukce zařízení, jako jsou mikroskopy, objektivy, teleskopy a další optická zařízení.",http://data.europa.eu/esco/isco/C2149,Specialisté v oblasti techniky (kromě elektrotechniky) jinde neuvedení
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistik/statistička,released,statistička | statistik,"Statistici shromažďují kvantitativní informace
pocházející z různých oborů, převádějí je do tabulek 
a zejména je analyzují. Interpretují a analyzují statistické studie v oborech, jako je zdraví, demografie, finance, podnikání atd., a poskytují poradenství na základě vzorců a vypracovaných analýz.",http://data.europa.eu/esco/isco/C2120,"Specialisté v oblasti matematiky, statistiky a pojistné matematiky"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropolog/antropoložka,released,antropolog | antropoložka,"Antropologové zkoumají všechny aspekty života člověka. Zabývají se různými civilizacemi, které během času existovaly, a jejich způsoby organizace. Pokoušejí se analyzovat fyzické, společenské, jazykové, politické, ekonomické, filozofické a kulturní aspekty různých národů. Cílem těchto studií je pochopit a popsat lidstvo v minulosti a vyřešit aktuální společenské problémy. Zkoumají různé pohledy, jako je filozofická antropologie.",http://data.europa.eu/esco/isco/C2632,"Sociologové, antropologové a specialisté v příbuzných oborech"
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,přednášející v oboru filozofie,released,,"Přednášející v oboru filozofie jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru filozofie, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru filozofie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,inženýr optomechaniky/inženýrka optomechaniky,released,inženýr optomechaniky | specialista v oblasti optomechaniky | inženýrka optomechaniky | specialistka v oblasti optomechaniky,"Inženýři optomechaniky navrhují a vyvíjejí optomechanické systémy, zařízení a součásti, jako jsou optická zrcadla a zařízení. Optomechanika spojuje při navrhování těchto systémů a zařízení optické inženýrství se strojírenstvím. Provádějí výzkum, analýzu a zkoušky zařízení a dohlížejí na výzkum.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,strojní inženýr/strojní inženýrka
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,specialista v oboru biometriky/specialistka v oboru biometriky,released,specialistka v oboru biometriky | výzkumná pracovnice v oboru biometriky | specialista v oboru biometriky | výzkumný pracovník v oboru biometriky,"Specialisté v oboru biometriky provádějí výzkum v oboru biometrie. Provádějí statistické nebo biologické výzkumné projekty měřením otisků prstů, sítnic a lidských rysů pro lékařské nebo průmyslové účely.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistik/statistička
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,energetický inženýr/energetická inženýrka,released,energetický inženýr | energetická inženýrka,"Energetičtí inženýři navrhují nové, účinné a čisté způsoby výroby, transformace a distribuce energie za účelem zlepšení udržitelnosti životního prostředí a energetické účinnosti. Získávají energii z přírodních zdrojů, jako je ropa nebo zemní plyn, nebo z obnovitelných a udržitelných zdrojů, jako je větrná nebo solární energie. ",http://data.europa.eu/esco/isco/C2149,Specialisté v oblasti techniky (kromě elektrotechniky) jinde neuvedení
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,přednášející v oboru zdravotní péče,released,profesor geriatrie | přednášející v oboru embryologie | přednášející v oboru patologie | vysokoškolská asistentka geriatrie | vysokoškolský asistent geriatrie | učitel ortopedie | vysokoškolská asistentka pediatrie | docentka dietetiky | docentka ortopedie | docent patologie | vysokoškolský asistent ortopedie | profesorka pediatrie | přednášející v oboru ortopedie | učitelka zdravotní péče | docent embryologie | docentka ošetřovatelství | profesorka dietetiky | profesor dietetiky | přednášející v oboru ošetřovatelství | profesor ošetřovatelství | vysokoškolský asistent patologie | docent geriatrie | učitelka embryologie | učitelka pediatrie | přednášející v oboru pediatrie | vysokoškolská asistentka ortopedie | učitel zdravotní péče | docentka geriatrie | učitelka ošetřovatelství | vysokoškolský asistent zdravotní péče | profesorka geriatrie | profesor zdravotní péče | přednášející v oboru dietetiky | přednášející v oboru geriatrie | docent pediatrie | docent zdravotní péče | vysokoškolská asistentka zdravotní péče | profesor pediatrie | profesorka zdravotní péče | učitelka dietetiky | vysokoškolská asistentka patologie | vysokoškolský asistent pediatrie | vysokoškolský asistent ošetřovatelství | učitel geriatrie | docent ošetřovatelství | vysokoškolská asistentka embryologie | profesorka patologie | vysokoškolská asistentka dietetiky | učitelka patologie | profesor embryologie | vysokoškolská asistentka ošetřovatelství | vysokoškolský asistent dietetiky | učitel patologie | učitelka geriatrie | učitel dietetiky | docentka embryologie | docentka zdravotní péče | docentka patologie | vysokoškolský asistent embryologie | učitel pediatrie | učitel ošetřovatelství | profesor patologie | učitelka ortopedie | docent dietetiky | učitel embryologie | profesorka ošetřovatelství | profesorka embryologie | docentka pediatrie | docent ortopedie | přednášející v oboru pedagogiky,"Přednášející v oboru zdravotní péče jsou profesoři, učitelé nebo přednášející a často lékaři vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve svém specializovaném oboru zdravotní péče, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek, vedení laboratorních cvičení a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum ve své specializaci zdravotní péče, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,imunolog/imunoložka,released,imunolog | imunoložka,"Imunologové zkoumají imunitní systém živých organismů (např. lidského těla) a způsob jeho reakce na vnější infekce nebo invazivní škodlivé látky (např. viry, bakterie, parazity). Zaměřují se na onemocnění, která mají vliv na imunologii živých organismů s cílem klasifikovat je pro léčbu.",http://data.europa.eu/esco/isco/C2131,"Biologové, botanici, zoologové a specialisté v příbuzných oborech"
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,přednášející v oboru právo,released,,"Přednášející v oboru právo jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru právo, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru právo, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,epidemiolog/epidemioložka,released,epidemiolog | epidemioložka,Epidemiologové zaměřují svůj výzkum na původ a příčiny nemocí u lidí. Určují způsob šíření nemocí a navrhují opatření k prevenci rizik orgánům působícím v oblasti zdravotní politiky.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog/bioložka
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,seismolog/seismoložka,released,seismolog | seismoložka,"Seismologové zkoumají pohyb tektonických desek Země, které způsobují šíření seismických vln a zemětřesení. Zkoumají a pozorují různé zdroje, které způsobují zemětřesení, jako je sopečná činnost, atmosférické jevy nebo chování oceánů. Sdělují své vědecké poznatky s cílem zabránit nebezpečí pro stavby a infrastrukturu.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geolog/geoložka
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,geograf/geografka,released,geograf specialista | geografka specialistka,"Geografové jsou akademičtí pracovníci, kteří studují lidské osídlení a přírodní geografii. V závislosti na své specializaci studují politické, ekonomické a kulturní aspekty lidstva v rámci lidského osídlení. Kromě toho studují pozemní útvary, půdy, přírodní hranice a vodní toky obsažené v rámci přírodní geografie.",http://data.europa.eu/esco/isco/C2632,"Sociologové, antropologové a specialisté v příbuzných oborech"
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,inženýr automatizace/inženýrka automatizace,released,inženýrka automatizace | inženýr automatizace,"Inženýři automatizace zkoumají, navrhují a vyvíjejí aplikace a systémy automatizace výrobního procesu. Provádějí technologie a pokud to je možné, snižují podíl lidské práce pro dosažení plného potenciálu průmyslové robotiky. Inženýři automatizace dohlížejí na celý proces a zajišťují bezpečný a hladký chod všech systémů.",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,technolog výroby/technoložka výroby
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,kosmolog/kosmoložka,released,odborník v odvětví kosmologie | kosmolog | odbornice v odvětví kosmologie | kosmoložka,"Kosmologové se zaměřují na zkoumání vesmíru jako celku, zkoumají jeho původ, vývoj a konečný osud. Ke sledování a zkoumání jiných galaxií a astronomických objektů, jako jsou hvězdy, černé díry, planety a další nebeská tělesa, používají přístroje a vědecké nástroje.",http://data.europa.eu/esco/isco/C2111,Fyzikové a astronomové
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,přednášející moderních jazyků,released,docentka moderních jazyků | učitel moderních jazyků | profesor moderních jazyků | profesorka moderních jazyků | docent moderních jazyků | učitelka moderních jazyků,"Přednášející moderních jazyků jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru moderní jazyky, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru moderní jazyky, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,filozof/filozofka,released,filozofka | filozof,"Filozofové studují a polemizují nad obecnými a strukturálními problémy společnosti, lidí a jednotlivců. Mají dobře rozvinuté racionální a argumentační schopnosti a iniciují diskuse týkající se existence, hodnotových systémů, vědění či skutečnosti. V diskusi se uchylují k logice s cílem dobrat se podstaty a abstrahovat své poznatky.",http://data.europa.eu/esco/isco/C2633,"Filozofové, historici a politologové"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,přednášející v oboru archeologie,released,,"Přednášející v oboru archeologie jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru archeologie, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí také akademický výzkum v oboru archeologie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,vědecký pracovník v zemědělství/vědecká pracovnice v zemědělství,released,vědecká pracovnice v zemědělství | vědecký pracovník v zemědělství,"Vědečtí pracovníci v zemědělství zkoumají půdu, zvířata a rostliny a provádějí související výzkum s cílem zlepšit zemědělské procesy, jakost zemědělských produktů nebo dopad zemědělských procesů na životní prostředí. Jménem klientů či institucí plánují a provádějí projekty, jako jsou projekty rozvoje.",http://data.europa.eu/esco/isco/C2132,"Specialisté v oblasti zemědělství, lesnictví a rybářství"
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,vysokoškolský asistent/vysokoškolská asistentka,released,vysokoškolská asistentka | vysokoškolský asistent,"Vysokoškolští asistenti se podílejí na pracovních úkolech vysokoškolských nebo univerzitních přednášejících, zejména v rámci přednášek pro studenty. Připravují vyučování, vyučují a setkávají se se studenty na soukromých konzultacích. Rovněž kombinují své přednášky a jiné akademické úkoly s prováděním vlastního výzkumu ve svém studijním oboru. Přestože název povolání vyvolává dojem podřízenosti, vysokoškolští asistenti zastávají autonomní pozici na plný úvazek.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,přednášející v oboru počítačové vědy,released,přednášející v oboru informatika,"Přednášející v oboru počítačové vědy jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru počítačové vědy, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum ve svém oboru počítačové vědy, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,pedagogický pracovník v oboru lingvistiky/pedagogická pracovnice v oboru lingvistiky,released,profesor lingvistiky | profesorka aplikované lingvistiky | pedagogický pracovník v oboru lingvistiky | profesorka lingvistiky | pedagogická pracovnice v oboru lingvistiky | profesor aplikované lingvistiky,"Pedagogičtí pracovníci v oboru lingvistiky jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru lingvistika, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru lingvistika, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,přednášející v oboru politologie,released,,"Přednášející v oboru politologie jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru politologie, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru politologie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geolog/geoložka,released,geoložka | geolog,"Geologové zkoumají materiály, které tvoří zemský povrch. Jejich pozorování závisí na účelu výzkumu. V závislosti na své specializaci geologové zkoumají, jak byla Země utvářena v průběhu času, její geologické vrstvy, kvalitu nerostných surovin pro těžební účely, zemětřesení a sopečnou činnost pro soukromé služby a podobné jevy.",http://data.europa.eu/esco/isco/C2114,Geologové a geofyzici
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,zkušební inženýr/zkušební inženýrka,released,zkušební inženýr | zkušební inženýrka,"Zkušební inženýři plánují a provádějí podrobné zkoušky kvality v různých fázích navrhování, aby bylo zajištěno, že systémy jsou řádně instalovány a fungují správně. Analyzují údaje shromážděné během zkoušek a vypracovávají zprávy. Odpovídají rovněž za bezpečnost zkušebních operací.",http://data.europa.eu/esco/isco/C2149,Specialisté v oblasti techniky (kromě elektrotechniky) jinde neuvedení
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,přednášející v oboru religionistika,released,,"Přednášející v oboru religionistika jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru teologie, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru teologie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,stavební inženýr/stavební inženýrka,released,stavební inženýr | projektant | projektantka | stavební inženýrka,"Stavební inženýři navrhují, plánují a vyvíjejí technické a inženýrské specifikace pro projekty infrastruktury a stavební projekty. Uplatňují technické znalosti v širokém spektru projektů, od výstavby infrastruktury pro dopravu, projekty bydlení a luxusní budovy až po výstavbu přírodních lokalit. Navrhují plány, jejichž cílem je optimalizovat materiály a začlenit specifikace a přidělování zdrojů v rámci časových omezení.",http://data.europa.eu/esco/isco/C2142,Stavební inženýři
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,přednášející v oboru matematika,released,,"Přednášející v oboru matematika vyučují studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru matematika, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru matematika, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,urbanista/urbanistka,released,chytrý městský plánovač | urbanista | urbanistka,"Urbanisté vytvářejí plány rozvoje měst, městských oblastí, měst a regionů. Zkoumají potřeby (ekonomické, sociální, dopravní) obce nebo regionu a hodnotí další parametry, jako je udržitelnost, s cílem předložit solidní programy zaměřené na zlepšení dané lokality.",http://data.europa.eu/esco/isco/C2164,Specialisté v oblasti územního a dopravního plánování
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,počítačový výzkumný pracovník/počítačová výzkumná pracovnice,released,IT výzkumný pracovník | počítačová výzkumná pracovnice | výzkumná pracovnice pro ICT | výzkumný pracovník pro ICT | IT výzkumná pracovnice | počítačový vědec | počítačový výzkumný pracovník | počítačová vědkyně,"Počítačoví výzkumní pracovníci provádějí výzkum v oblasti výpočetní a informační vědy se zaměřením na lepší poznání a pochopení základních aspektů ICT. Vypracovávají zprávy a návrhy v oblasti výzkumu. Počítačoví výzkumní pracovníci rovněž navrhují nové přístupy k výpočetní technologii, hledají inovativní způsoby využití stávajících technologií a studií a řeší složité problémy v oblasti výpočetní techniky.",http://data.europa.eu/esco/isco/C2511,Systémoví analytici
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,ochránce životního prostředí/ ochránkyně životního prostředí,released,ochranářka | ochranář | ochránkyně životního prostředí | ochránce životního prostředí,"Ochránci životního prostředí řídí kvalitu konkrétních lesů, parků a dalších přírodních zdrojů. Chrání přírodní stanoviště, biologickou rozmanitost, hodnotu krajiny a další jedinečné vlastnosti chráněných území. Ochránci životního prostředí vykonávají práci v terénu.",http://data.europa.eu/esco/isco/C2133,Specialisté v oblasti ochrany životního prostředí (kromě průmyslové ekologie)
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,přednášející v oboru chemie,released,,"Přednášející v oboru chemie jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru chemie, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, vedení laboratorních cvičení, při zkouškách, známkování testů a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru chemie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,přednášející v oboru inženýrství,released,,"Přednášející v oboru inženýrství jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru inženýrství, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek, vedení laboratorních cvičení a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru inženýrství, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog/bioložka,released,bioložka | biolog,"Biologové zkoumají živé organismy a život v širším rozsahu ve spojení s prostředím těchto organismů. Prostřednictvím výzkumu usilují o vysvětlení funkčních mechanismů, interakcí a vývoje organismů.",http://data.europa.eu/esco/isco/C2131,"Biologové, botanici, zoologové a specialisté v příbuzných oborech"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,vědecký pracovník v oboru literatura/vědecká pracovnice v oboru literatura,released,vědecká pracovnice v oboru literatura | literární vědkyně | vědecký pracovník v oboru literatura | literární vědec,"Literární badatelé zkoumají literární díla, historii, žánry a literární kritiku za účelem vyhodnocení děl a souvisejících aspektů ve vhodných souvislostech a vypracování výsledků výzkumu konkrétních témat v oblasti literatury.",http://data.europa.eu/esco/isco/C2641,Spisovatelé a pracovníci v příbuzných oborech
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,biochemický inženýr/biochemická inženýrka,released,biochemická inženýrka | inženýr biochemie | biochemický inženýr | inženýrka biochemie,"Biochemičtí inženýři provádějí výzkum v oblasti věd o živé přírodě a usilují o nové objevy. Přeměňují tato zjištění v chemická řešení, která mohou zlepšit životní podmínky společnosti, jako jsou očkovací látky, opravy tkání, zlepšení plodin a pokrok v oblasti ekologických technologií, jako jsou čistší paliva z přírodních zdrojů.",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,inženýr chemie/inženýrka chemie
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,metrolog/metroložka,released,metrolog | metroložka,"Metrologové zkoumají a praktikují metrologii (vědu o měření). Vyvíjejí množstevní systémy, jednotky a metody měření pro použití ve vědě. Metrologové zavádějí nové metody a nástroje k určení množství a lepšímu pochopení informací.",http://data.europa.eu/esco/isco/C2112,Meteorologové
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,učitel klasických jazyků/učitelka klasických jazyků,released,učitelka klasických jazyků | profesorka klasických jazyků | univerzitní lektorka klasických jazyků | univerzitní lektor klasických jazyků | učitel řečtiny a latiny | učitelka řečtiny a latiny | profesor klasických jazyků | učitel klasických jazyků,"Učitelé klasických jazyků jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru klasické jazyky, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru klasické jazyky, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b,demograf/demografka,released,demograf | demografka,"Demografové zkoumají řadu parametrů týkajících se populace. Na základě svého pozorování vypracovávají statistické analýzy vývoje a změn týkajících se porodnosti, starších osob, manželství a rozvodů, zaměstnání, úmrtnosti, přistěhovalectví a souvisejících záležitostí.",http://data.europa.eu/esco/isco/C2120,"Specialisté v oblasti matematiky, statistiky a pojistné matematiky"
